ID,State,State Abbreviation,Region,Year,Gender,EducationLevelofMother,EducationLevel,NumberOfBirths,AverageAgeOfMother ,AverageBirthWeight ,LowBirthWeight
334,Arkansas,AR,Southwest,2016,M,8th grade or less,1,473,29.2,3316.5,No
335,Arkansas,AR,Southwest,2016,M,9th through 12th grade,2,2440,23.9,3222.9,No
336,Arkansas,AR,Southwest,2016,M,High school graduate,3,6341,25.1,3236.2,No
337,Arkansas,AR,Southwest,2016,M,Some college credit,4,4761,26.6,3323.6,No
338,Arkansas,AR,Southwest,2016,M,Associate degree,5,1473,28.4,3350.3,No
339,Arkansas,AR,Southwest,2016,M,Bachelor's degree,6,2901,29.9,3410.5,No
340,Arkansas,AR,Southwest,2016,M,Master's degree,7,1007,31.3,3439.2,No
341,Arkansas,AR,Southwest,2016,M,Doctorate,8,269,32.5,3388.6,No
342,Arkansas,AR,Southwest,2016,M,Not Stated,9,110,27.6,2999.9,Yes
343,Arkansas,AR,Southwest,2017,F,8th grade or less,1,421,29.1,3167.6,No
344,Arkansas,AR,Southwest,2017,F,9th through 12th grade,2,2242,24,3105.2,No
345,Arkansas,AR,Southwest,2017,F,High school graduate,3,6204,25.2,3109.9,No
346,Arkansas,AR,Southwest,2017,F,Some college credit,4,4302,26.6,3181.8,No
347,Arkansas,AR,Southwest,2017,F,Associate degree,5,1341,28.4,3206.3,No
348,Arkansas,AR,Southwest,2017,F,Bachelor's degree,6,2610,30,3282.2,No
349,Arkansas,AR,Southwest,2017,F,Master's degree,7,931,31.7,3269.9,No
350,Arkansas,AR,Southwest,2017,F,Doctorate,8,249,32.4,3250.5,No
351,Arkansas,AR,Southwest,2017,F,Not Stated,9,93,27.4,2986.7,Yes
352,Arkansas,AR,Southwest,2017,M,8th grade or less,1,451,28.6,3281.6,No
353,Arkansas,AR,Southwest,2017,M,9th through 12th grade,2,2333,24.2,3199.4,No
354,Arkansas,AR,Southwest,2017,M,High school graduate,3,6316,25.3,3230.2,No
355,Arkansas,AR,Southwest,2017,M,Some college credit,4,4532,26.7,3297.3,No
356,Arkansas,AR,Southwest,2017,M,Associate degree,5,1382,28.5,3329.5,No
357,Arkansas,AR,Southwest,2017,M,Bachelor's degree,6,2746,29.9,3410.9,No
358,Arkansas,AR,Southwest,2017,M,Master's degree,7,1017,31.5,3404.8,No
359,Arkansas,AR,Southwest,2017,M,Doctorate,8,246,32.4,3309.7,No
360,Arkansas,AR,Southwest,2017,M,Not Stated,9,104,27.9,3064.2,Yes
361,Arkansas,AR,Southwest,2018,F,8th grade or less,1,441,29.6,3211.6,No
362,Arkansas,AR,Southwest,2018,F,9th through 12th grade,2,2116,24.1,3079.8,Yes
363,Arkansas,AR,Southwest,2018,F,High school graduate,3,5804,25.2,3124.9,No
364,Arkansas,AR,Southwest,2018,F,Some college credit,4,4209,26.7,3165.4,No
365,Arkansas,AR,Southwest,2018,F,Associate degree,5,1501,28.5,3228.2,No
366,Arkansas,AR,Southwest,2018,F,Bachelor's degree,6,2637,30.1,3283.6,No
367,Arkansas,AR,Southwest,2018,F,Master's degree,7,1072,31.9,3283.6,No
368,Arkansas,AR,Southwest,2018,F,Doctorate,8,268,32.4,3237.6,No
369,Arkansas,AR,Southwest,2018,F,Not Stated,9,140,27.4,2995.5,Yes
370,Arkansas,AR,Southwest,2018,M,8th grade or less,1,419,29.6,3217.1,No
371,Arkansas,AR,Southwest,2018,M,9th through 12th grade,2,2185,24.3,3158.7,No
372,Arkansas,AR,Southwest,2018,M,High school graduate,3,6155,25.2,3225.9,No
373,Arkansas,AR,Southwest,2018,M,Some college credit,4,4357,26.8,3300.1,No
374,Arkansas,AR,Southwest,2018,M,Associate degree,5,1477,28.3,3374.9,No
375,Arkansas,AR,Southwest,2018,M,Bachelor's degree,6,2654,30,3393.3,No
376,Arkansas,AR,Southwest,2018,M,Master's degree,7,1115,31.7,3401,No
377,Arkansas,AR,Southwest,2018,M,Doctorate,8,311,32.6,3396.7,No
378,Arkansas,AR,Southwest,2018,M,Not Stated,9,157,28,3067.4,Yes
379,Arkansas,AR,Southwest,2019,F,8th grade or less,1,373,29.8,3230.5,No
380,Arkansas,AR,Southwest,2019,F,9th through 12th grade,2,1945,24.2,3086.7,Yes
381,Arkansas,AR,Southwest,2019,F,High school graduate,3,6009,25.2,3110.5,No
382,Arkansas,AR,Southwest,2019,F,Some college credit,4,4072,27,3160.6,No
383,Arkansas,AR,Southwest,2019,F,Associate degree,5,1408,28.4,3203.2,No
384,Arkansas,AR,Southwest,2019,F,Bachelor's degree,6,2507,30.1,3274.9,No
385,Arkansas,AR,Southwest,2019,F,Master's degree,7,1110,31.7,3301.8,No
386,Arkansas,AR,Southwest,2019,F,Doctorate,8,246,32.8,3289.5,No
387,Arkansas,AR,Southwest,2019,F,Not Stated,9,135,26.9,3012.2,Yes
388,Arkansas,AR,Southwest,2019,M,8th grade or less,1,426,29,3304,No
389,Arkansas,AR,Southwest,2019,M,9th through 12th grade,2,2019,24.2,3159.8,No
390,Arkansas,AR,Southwest,2019,M,High school graduate,3,6218,25.4,3220,No
391,Arkansas,AR,Southwest,2019,M,Some college credit,4,4278,26.8,3276,No
392,Arkansas,AR,Southwest,2019,M,Associate degree,5,1481,28.6,3341.2,No
393,Arkansas,AR,Southwest,2019,M,Bachelor's degree,6,2758,30,3397.7,No
394,Arkansas,AR,Southwest,2019,M,Master's degree,7,1134,31.4,3395.9,No
395,Arkansas,AR,Southwest,2019,M,Doctorate,8,303,32.9,3323.5,No
396,Arkansas,AR,Southwest,2019,M,Not Stated,9,142,26.8,3057.4,Yes
397,Arkansas,AR,Southwest,2020,F,8th grade or less,1,396,29.6,3149.8,No
398,Arkansas,AR,Southwest,2020,F,9th through 12th grade,2,1806,24.4,3089,Yes
399,Arkansas,AR,Southwest,2020,F,High school graduate,3,5793,25.4,3111.8,No
400,Arkansas,AR,Southwest,2020,F,Some college credit,4,3763,27,3162.5,No
401,Arkansas,AR,Southwest,2020,F,Associate degree,5,1442,28.8,3219.5,No
402,Arkansas,AR,Southwest,2020,F,Bachelor's degree,6,2513,30,3251.9,No
403,Arkansas,AR,Southwest,2020,F,Master's degree,7,1067,31.6,3255.8,No
404,Arkansas,AR,Southwest,2020,F,Doctorate,8,293,32.8,3242.6,No
405,Arkansas,AR,Southwest,2020,F,Not Stated,9,138,27.1,2935.1,Yes
406,Arkansas,AR,Southwest,2020,M,8th grade or less,1,427,29.2,3302.4,No
407,Arkansas,AR,Southwest,2020,M,9th through 12th grade,2,1866,24.1,3191.1,No
408,Arkansas,AR,Southwest,2020,M,High school graduate,3,6060,25.4,3230.9,No
409,Arkansas,AR,Southwest,2020,M,Some college credit,4,3903,27.1,3266.7,No
410,Arkansas,AR,Southwest,2020,M,Associate degree,5,1498,28.4,3314.9,No
411,Arkansas,AR,Southwest,2020,M,Bachelor's degree,6,2687,30.1,3371.8,No
412,Arkansas,AR,Southwest,2020,M,Master's degree,7,1118,31.5,3386.3,No
413,Arkansas,AR,Southwest,2020,M,Doctorate,8,304,32.5,3325.6,No
414,Arkansas,AR,Southwest,2020,M,Not Stated,9,177,26.3,3165.8,No
415,Arkansas,AR,Southwest,2021,F,8th grade or less,1,391,28.9,3173.9,No
416,Arkansas,AR,Southwest,2021,F,9th through 12th grade,2,1751,24.6,3045.4,Yes
417,Arkansas,AR,Southwest,2021,F,High school graduate,3,5872,25.5,3109.6,No
418,Arkansas,AR,Southwest,2021,F,Some college credit,4,3660,27,3183.4,No
419,Arkansas,AR,Southwest,2021,F,Associate degree,5,1550,28.7,3191.8,No
420,Arkansas,AR,Southwest,2021,F,Bachelor's degree,6,2703,30,3249.2,No
421,Arkansas,AR,Southwest,2021,F,Master's degree,7,1208,31.6,3247.1,No
422,Arkansas,AR,Southwest,2021,F,Doctorate,8,346,32.9,3222.8,No
423,Arkansas,AR,Southwest,2021,F,Not Stated,9,188,28.3,2912.7,Yes
424,Arkansas,AR,Southwest,2021,M,8th grade or less,1,393,29.6,3243.8,No
425,Arkansas,AR,Southwest,2021,M,9th through 12th grade,2,1756,24.4,3174.5,No
426,Arkansas,AR,Southwest,2021,M,High school graduate,3,6207,25.4,3221.5,No
427,Arkansas,AR,Southwest,2021,M,Some college credit,4,3759,27.1,3270.2,No
428,Arkansas,AR,Southwest,2021,M,Associate degree,5,1507,28.7,3322.3,No
429,Arkansas,AR,Southwest,2021,M,Bachelor's degree,6,2837,30,3377.2,No
430,Arkansas,AR,Southwest,2021,M,Master's degree,7,1304,31.8,3413.2,No
431,Arkansas,AR,Southwest,2021,M,Doctorate,8,342,32.9,3401.1,No
432,Arkansas,AR,Southwest,2021,M,Not Stated,9,191,28.3,2853.5,Yes
433,California,CA,West,2016,F,8th grade or less,1,9981,31.4,3253.9,No
434,California,CA,West,2016,F,9th through 12th grade,2,23614,26.6,3214.7,No
435,California,CA,West,2016,F,High school graduate,3,57435,27.1,3235.8,No
436,California,CA,West,2016,F,Some college credit,4,47094,28.4,3239.1,No
437,California,CA,West,2016,F,Associate degree,5,15512,30.5,3256.2,No
438,California,CA,West,2016,F,Bachelor's degree,6,45550,32.3,3253,No
439,California,CA,West,2016,F,Master's degree,7,20235,33.4,3240.1,No
440,California,CA,West,2016,F,Doctorate,8,6741,34.7,3223.9,No
441,California,CA,West,2016,F,Not Stated,9,12246,30.6,3200.7,No
442,California,CA,West,2016,M,8th grade or less,1,10245,31.4,3345.4,No
443,California,CA,West,2016,M,9th through 12th grade,2,24405,26.6,3309,No
444,California,CA,West,2016,M,High school graduate,3,59967,27.1,3335.3,No
445,California,CA,West,2016,M,Some college credit,4,49404,28.4,3349,No
446,California,CA,West,2016,M,Associate degree,5,16283,30.4,3358.5,No
447,California,CA,West,2016,M,Bachelor's degree,6,48516,32.2,3364.6,No
448,California,CA,West,2016,M,Master's degree,7,21445,33.4,3354.4,No
449,California,CA,West,2016,M,Doctorate,8,7042,34.6,3324.8,No
450,California,CA,West,2016,M,Not Stated,9,13112,30.6,3308,No
451,California,CA,West,2017,F,8th grade or less,1,9023,31.3,3246,No
452,California,CA,West,2017,F,9th through 12th grade,2,21081,27,3219.8,No
453,California,CA,West,2017,F,High school graduate,3,55492,27.2,3229.8,No
454,California,CA,West,2017,F,Some college credit,4,45345,28.6,3241.9,No
455,California,CA,West,2017,F,Associate degree,5,14970,30.6,3251,No
456,California,CA,West,2017,F,Bachelor's degree,6,45727,32.4,3251.1,No
457,California,CA,West,2017,F,Master's degree,7,20082,33.6,3243.9,No
458,California,CA,West,2017,F,Doctorate,8,6639,34.8,3218,No
459,California,CA,West,2017,F,Not Stated,9,11401,30.9,3205.3,No
460,California,CA,West,2017,M,8th grade or less,1,9238,31.4,3331.5,No
461,California,CA,West,2017,M,9th through 12th grade,2,22095,26.9,3301.8,No
462,California,CA,West,2017,M,High school graduate,3,57487,27.2,3329.7,No
463,California,CA,West,2017,M,Some college credit,4,47897,28.6,3347.6,No
464,California,CA,West,2017,M,Associate degree,5,15877,30.5,3351,No
465,California,CA,West,2017,M,Bachelor's degree,6,48441,32.4,3361.6,No
466,California,CA,West,2017,M,Master's degree,7,21374,33.5,3347.8,No
467,California,CA,West,2017,M,Doctorate,8,7064,34.7,3326.7,No
468,California,CA,West,2017,M,Not Stated,9,12425,31,3291.9,No
469,California,CA,West,2018,F,8th grade or less,1,8265,31.3,3253.3,No
470,California,CA,West,2018,F,9th through 12th grade,2,19133,27.2,3205.4,No
471,California,CA,West,2018,F,High school graduate,3,53314,27.4,3232.9,No
472,California,CA,West,2018,F,Some college credit,4,43584,28.8,3240.8,No
473,California,CA,West,2018,F,Associate degree,5,14621,30.6,3243.2,No
474,California,CA,West,2018,F,Bachelor's degree,6,44835,32.5,3252.6,No
475,California,CA,West,2018,F,Master's degree,7,20175,33.7,3238.3,No
476,California,CA,West,2018,F,Doctorate,8,6774,34.8,3220.2,No
477,California,CA,West,2018,F,Not Stated,9,11830,31,3190.4,No
478,California,CA,West,2018,M,8th grade or less,1,8452,31.4,3328.1,No
479,California,CA,West,2018,M,9th through 12th grade,2,19711,27.2,3307.4,No
480,California,CA,West,2018,M,High school graduate,3,55222,27.4,3327.5,No
481,California,CA,West,2018,M,Some college credit,4,45121,28.8,3341.5,No
482,California,CA,West,2018,M,Associate degree,5,15251,30.8,3353.9,No
483,California,CA,West,2018,M,Bachelor's degree,6,47166,32.5,3364,No
484,California,CA,West,2018,M,Master's degree,7,21646,33.6,3350.9,No
485,California,CA,West,2018,M,Doctorate,8,7138,34.8,3339.4,No
486,California,CA,West,2018,M,Not Stated,9,12682,31.1,3298.6,No
487,California,CA,West,2019,F,8th grade or less,1,7278,31.2,3234.4,No
488,California,CA,West,2019,F,9th through 12th grade,2,17231,27.5,3204.5,No
489,California,CA,West,2019,F,High school graduate,3,51369,27.5,3224.5,No
490,California,CA,West,2019,F,Some college credit,4,41911,28.9,3239.9,No
491,California,CA,West,2019,F,Associate degree,5,14383,30.8,3242.5,No
492,California,CA,West,2019,F,Bachelor's degree,6,44430,32.5,3244.1,No
493,California,CA,West,2019,F,Master's degree,7,20374,33.7,3231.7,No
494,California,CA,West,2019,F,Doctorate,8,6844,34.9,3206.7,No
495,California,CA,West,2019,F,Not Stated,9,13456,31.1,3183.6,No
496,California,CA,West,2019,M,8th grade or less,1,7632,31.2,3311.5,No
497,California,CA,West,2019,M,9th through 12th grade,2,18052,27.3,3302.7,No
498,California,CA,West,2019,M,High school graduate,3,54019,27.5,3323.1,No
499,California,CA,West,2019,M,Some college credit,4,43524,29,3339.2,No
500,California,CA,West,2019,M,Associate degree,5,15469,30.7,3355.6,No
501,California,CA,West,2019,M,Bachelor's degree,6,47107,32.6,3353.1,No
502,California,CA,West,2019,M,Master's degree,7,21683,33.7,3336.5,No
503,California,CA,West,2019,M,Doctorate,8,7226,34.8,3325.6,No
504,California,CA,West,2019,M,Not Stated,9,14491,31.2,3282.9,No
505,California,CA,West,2020,F,8th grade or less,1,6716,31.3,3223.7,No
506,California,CA,West,2020,F,9th through 12th grade,2,15306,27.5,3202.5,No
507,California,CA,West,2020,F,High school graduate,3,48899,27.7,3231.5,No
508,California,CA,West,2020,F,Some college credit,4,38645,29.1,3240.8,No
509,California,CA,West,2020,F,Associate degree,5,13978,30.8,3253.8,No
510,California,CA,West,2020,F,Bachelor's degree,6,42045,32.6,3249.7,No
511,California,CA,West,2020,F,Master's degree,7,19484,33.8,3232.4,No
512,California,CA,West,2020,F,Doctorate,8,6516,34.9,3204.3,No
513,California,CA,West,2020,F,Not Stated,9,13892,31,3187.7,No
514,California,CA,West,2020,M,8th grade or less,1,6691,31.2,3325.2,No
515,California,CA,West,2020,M,9th through 12th grade,2,15921,27.6,3286.6,No
516,California,CA,West,2020,M,High school graduate,3,50915,27.6,3327.6,No
517,California,CA,West,2020,M,Some college credit,4,40223,29.1,3339.1,No
518,California,CA,West,2020,M,Associate degree,5,14387,30.8,3362.7,No
519,California,CA,West,2020,M,Bachelor's degree,6,44311,32.6,3362.2,No
520,California,CA,West,2020,M,Master's degree,7,20652,33.8,3346.9,No
521,California,CA,West,2020,M,Doctorate,8,7019,34.9,3317.8,No
522,California,CA,West,2020,M,Not Stated,9,14659,31.1,3289.1,No
523,California,CA,West,2021,F,8th grade or less,1,6186,31,3220.2,No
524,California,CA,West,2021,F,9th through 12th grade,2,13548,27.6,3203.9,No
525,California,CA,West,2021,F,High school graduate,3,48982,27.7,3223.8,No
526,California,CA,West,2021,F,Some college credit,4,37791,29.3,3234.7,No
527,California,CA,West,2021,F,Associate degree,5,14064,30.8,3248.8,No
528,California,CA,West,2021,F,Bachelor's degree,6,42965,32.6,3243.9,No
529,California,CA,West,2021,F,Master's degree,7,20431,33.9,3220.8,No
530,California,CA,West,2021,F,Doctorate,8,6977,35.1,3208.2,No
531,California,CA,West,2021,F,Not Stated,9,15072,31,3169.8,No
532,California,CA,West,2021,M,8th grade or less,1,6324,31,3297.1,No
533,California,CA,West,2021,M,9th through 12th grade,2,13943,27.7,3282.8,No
534,California,CA,West,2021,M,High school graduate,3,50322,27.8,3319.4,No
535,California,CA,West,2021,M,Some college credit,4,39122,29.3,3338.7,No
536,California,CA,West,2021,M,Associate degree,5,14802,30.9,3348.2,No
537,California,CA,West,2021,M,Bachelor's degree,6,45112,32.7,3353.9,No
538,California,CA,West,2021,M,Master's degree,7,21231,33.8,3341.7,No
539,California,CA,West,2021,M,Doctorate,8,7608,35,3316.6,No
540,California,CA,West,2021,M,Not Stated,9,16128,31.1,3275,No
541,Colorado,CO,West,2016,F,8th grade or less,1,802,30.8,3156.6,No
542,Colorado,CO,West,2016,F,9th through 12th grade,2,3011,25,3096.9,Yes
543,Colorado,CO,West,2016,F,High school graduate,3,6429,26.3,3108.2,No
544,Colorado,CO,West,2016,F,Some college credit,4,6906,27.9,3132.7,No
545,Colorado,CO,West,2016,F,Associate degree,5,2653,30,3144.4,No
546,Colorado,CO,West,2016,F,Bachelor's degree,6,7963,31.7,3188.4,No
547,Colorado,CO,West,2016,F,Master's degree,7,3423,33.3,3176.7,No
548,Colorado,CO,West,2016,F,Doctorate,8,1036,34.1,3153.1,No
549,Colorado,CO,West,2016,F,Not Stated,9,364,30.2,3070.4,Yes
550,Colorado,CO,West,2016,M,8th grade or less,1,844,30.3,3263.8,No
551,Colorado,CO,West,2016,M,9th through 12th grade,2,3071,25.1,3171,No
552,Colorado,CO,West,2016,M,High school graduate,3,6779,26.4,3205.7,No
553,Colorado,CO,West,2016,M,Some college credit,4,7230,27.8,3243.5,No
554,Colorado,CO,West,2016,M,Associate degree,5,2725,29.6,3254.3,No
555,Colorado,CO,West,2016,M,Bachelor's degree,6,8463,31.6,3304,No
556,Colorado,CO,West,2016,M,Master's degree,7,3553,33.2,3283.6,No
557,Colorado,CO,West,2016,M,Doctorate,8,975,34.2,3254.8,No
558,Colorado,CO,West,2016,M,Not Stated,9,386,29.2,3144.2,No
559,Colorado,CO,West,2017,F,8th grade or less,1,815,30.4,3146.9,No
560,Colorado,CO,West,2017,F,9th through 12th grade,2,2802,25.2,3080.6,Yes
561,Colorado,CO,West,2017,F,High school graduate,3,6192,26.2,3110.1,No
562,Colorado,CO,West,2017,F,Some college credit,4,6590,28.1,3117.2,No
563,Colorado,CO,West,2017,F,Associate degree,5,2628,29.9,3126.2,No
564,Colorado,CO,West,2017,F,Bachelor's degree,6,7777,31.8,3174.4,No
565,Colorado,CO,West,2017,F,Master's degree,7,3423,33.3,3166.3,No
566,Colorado,CO,West,2017,F,Doctorate,8,993,34.4,3137,No
567,Colorado,CO,West,2017,F,Not Stated,9,419,29.6,3083.6,Yes
568,Colorado,CO,West,2017,M,8th grade or less,1,832,30.7,3239.4,No
569,Colorado,CO,West,2017,M,9th through 12th grade,2,2914,25.4,3181.8,No
570,Colorado,CO,West,2017,M,High school graduate,3,6505,26.3,3213.8,No
571,Colorado,CO,West,2017,M,Some college credit,4,6791,27.9,3229,No
572,Colorado,CO,West,2017,M,Associate degree,5,2595,29.9,3251.1,No
573,Colorado,CO,West,2017,M,Bachelor's degree,6,7966,31.8,3296.5,No
574,Colorado,CO,West,2017,M,Master's degree,7,3634,33.4,3287.2,No
575,Colorado,CO,West,2017,M,Doctorate,8,1029,34.2,3259.1,No
576,Colorado,CO,West,2017,M,Not Stated,9,477,29.7,3193.2,No
577,Colorado,CO,West,2018,F,8th grade or less,1,715,30.7,3165,No
578,Colorado,CO,West,2018,F,9th through 12th grade,2,2616,25.4,3063.4,Yes
579,Colorado,CO,West,2018,F,High school graduate,3,6082,26.5,3099.3,Yes
580,Colorado,CO,West,2018,F,Some college credit,4,6461,28.1,3124.4,No
581,Colorado,CO,West,2018,F,Associate degree,5,2401,30.1,3147.3,No
582,Colorado,CO,West,2018,F,Bachelor's degree,6,7659,31.8,3164.2,No
583,Colorado,CO,West,2018,F,Master's degree,7,3469,33.4,3168,No
584,Colorado,CO,West,2018,F,Doctorate,8,1025,34.3,3147.8,No
585,Colorado,CO,West,2018,F,Not Stated,9,435,29.5,3039.7,Yes
586,Colorado,CO,West,2018,M,8th grade or less,1,750,30.4,3232.2,No
587,Colorado,CO,West,2018,M,9th through 12th grade,2,2675,25.3,3182,No
588,Colorado,CO,West,2018,M,High school graduate,3,6424,26.5,3179.9,No
589,Colorado,CO,West,2018,M,Some college credit,4,6716,28.1,3230.5,No
590,Colorado,CO,West,2018,M,Associate degree,5,2513,30.2,3228.2,No
591,Colorado,CO,West,2018,M,Bachelor's degree,6,7915,31.9,3292.7,No
592,Colorado,CO,West,2018,M,Master's degree,7,3562,33.4,3285,No
593,Colorado,CO,West,2018,M,Doctorate,8,1025,34.5,3266.1,No
594,Colorado,CO,West,2018,M,Not Stated,9,442,29.6,3141.7,No
595,Colorado,CO,West,2019,F,8th grade or less,1,736,30.4,3120.6,No
596,Colorado,CO,West,2019,F,9th through 12th grade,2,2447,25.5,3065.6,Yes
597,Colorado,CO,West,2019,F,High school graduate,3,6122,26.4,3097.1,Yes
598,Colorado,CO,West,2019,F,Some college credit,4,6233,28.3,3109.6,No
599,Colorado,CO,West,2019,F,Associate degree,5,2456,30.1,3114.5,No
600,Colorado,CO,West,2019,F,Bachelor's degree,6,7734,32,3158.5,No
601,Colorado,CO,West,2019,F,Master's degree,7,3528,33.5,3167.4,No
602,Colorado,CO,West,2019,F,Doctorate,8,1026,34.5,3125.3,No
603,Colorado,CO,West,2019,F,Not Stated,9,378,29.4,3049.2,Yes
604,Colorado,CO,West,2019,M,8th grade or less,1,768,30.3,3214.7,No
605,Colorado,CO,West,2019,M,9th through 12th grade,2,2697,25.4,3157.1,No
606,Colorado,CO,West,2019,M,High school graduate,3,6476,26.5,3196,No
607,Colorado,CO,West,2019,M,Some college credit,4,6436,28.2,3238.3,No
608,Colorado,CO,West,2019,M,Associate degree,5,2535,30.2,3239.3,No
609,Colorado,CO,West,2019,M,Bachelor's degree,6,8091,32,3276.9,No
610,Colorado,CO,West,2019,M,Master's degree,7,3689,33.5,3270.4,No
611,Colorado,CO,West,2019,M,Doctorate,8,1079,34.5,3254.3,No
612,Colorado,CO,West,2019,M,Not Stated,9,438,30,3154.5,No
613,Colorado,CO,West,2020,F,8th grade or less,1,779,30.4,3113,No
614,Colorado,CO,West,2020,F,9th through 12th grade,2,2365,25.5,3043.7,Yes
615,Colorado,CO,West,2020,F,High school graduate,3,6068,26.6,3090,Yes
616,Colorado,CO,West,2020,F,Some college credit,4,5908,28.5,3117.1,No
617,Colorado,CO,West,2020,F,Associate degree,5,2315,30.1,3123.7,No
618,Colorado,CO,West,2020,F,Bachelor's degree,6,7645,32,3157.5,No
619,Colorado,CO,West,2020,F,Master's degree,7,3555,33.5,3154.5,No
620,Colorado,CO,West,2020,F,Doctorate,8,1065,34.6,3162.2,No
621,Colorado,CO,West,2020,F,Not Stated,9,278,29.7,3033,Yes
622,Colorado,CO,West,2020,M,8th grade or less,1,724,30.3,3212.4,No
623,Colorado,CO,West,2020,M,9th through 12th grade,2,2444,25.5,3172,No
624,Colorado,CO,West,2020,M,High school graduate,3,6476,26.6,3192.4,No
625,Colorado,CO,West,2020,M,Some college credit,4,6126,28.4,3227.3,No
626,Colorado,CO,West,2020,M,Associate degree,5,2443,30.2,3229.2,No
627,Colorado,CO,West,2020,M,Bachelor's degree,6,8113,32,3283.6,No
628,Colorado,CO,West,2020,M,Master's degree,7,3782,33.4,3265.1,No
629,Colorado,CO,West,2020,M,Doctorate,8,1085,34.3,3254.8,No
630,Colorado,CO,West,2020,M,Not Stated,9,323,29.6,3219.6,No
631,Colorado,CO,West,2021,F,8th grade or less,1,674,30,3102.5,No
632,Colorado,CO,West,2021,F,9th through 12th grade,2,2236,25.5,3062.2,Yes
633,Colorado,CO,West,2021,F,High school graduate,3,6130,26.7,3085.4,Yes
634,Colorado,CO,West,2021,F,Some college credit,4,5850,28.5,3108.4,No
635,Colorado,CO,West,2021,F,Associate degree,5,2342,30,3101.9,No
636,Colorado,CO,West,2021,F,Bachelor's degree,6,8290,32.3,3147,No
637,Colorado,CO,West,2021,F,Master's degree,7,3837,33.7,3158,No
638,Colorado,CO,West,2021,F,Doctorate,8,1098,34.4,3148.1,No
639,Colorado,CO,West,2021,F,Not Stated,9,312,30.3,3048.9,Yes
640,Colorado,CO,West,2021,M,8th grade or less,1,703,30,3227.1,No
641,Colorado,CO,West,2021,M,9th through 12th grade,2,2331,25.4,3134,No
642,Colorado,CO,West,2021,M,High school graduate,3,6313,26.7,3197.9,No
643,Colorado,CO,West,2021,M,Some college credit,4,6093,28.6,3205.1,No
644,Colorado,CO,West,2021,M,Associate degree,5,2380,30.1,3232.6,No
645,Colorado,CO,West,2021,M,Bachelor's degree,6,8685,32.2,3285.2,No
